reduced_dim_0,reduced_dim_1,reduced_dim_2,reduced_dim_3,reduced_dim_4,reduced_dim_5,reduced_dim_6,reduced_dim_7,reduced_dim_8,reduced_dim_9,reduced_dim_10,reduced_dim_11,reduced_dim_12,reduced_dim_13,reduced_dim_14,reduced_dim_15,reduced_dim_16,reduced_dim_17,reduced_dim_18,reduced_dim_19,reduced_dim_20,reduced_dim_21,reduced_dim_22,reduced_dim_23,reduced_dim_24,reduced_dim_25,reduced_dim_26,reduced_dim_27,reduced_dim_28,reduced_dim_29,label
11.05461,4.5596714,7.2295976,3.606263,4.379748,5.186509,4.7808046,2.3780317,5.563992,4.204271,3.46451,7.3258204,5.044462,5.9304075,5.675986,6.82119,4.688374,5.734327,4.7147813,6.2791085,5.1370106,5.3540497,4.7866063,6.605562,4.2830443,5.365971,4.778533,6.6827307,5.230854,4.7674193,3
9.767159,8.719697,6.091883,2.260338,3.63926,5.3260956,5.197047,2.67534,5.649356,4.2993283,3.4919639,7.3727517,5.04967,5.872888,5.767322,6.8513556,4.8736296,5.7778916,4.6142807,6.1570787,5.0844007,5.2538176,4.719742,6.5026236,4.315036,5.355,4.7351284,6.761525,5.141868,4.6918316,1
8.187637,8.337056,6.57449,5.675347,4.3468356,6.195113,4.9009056,2.6827886,5.1494985,3.9922404,3.3692267,7.0851436,4.9547577,5.7981277,5.6253095,6.785624,4.9487724,5.74113,4.754173,6.2700877,5.1911745,5.3116894,4.708798,6.5140295,4.184417,5.3687134,4.8596387,6.7155375,5.22582,4.68299,0
8.214283,7.1354384,8.258171,2.9487774,6.6520534,4.904724,4.5967345,2.6506987,5.167066,4.0785213,3.5246394,7.1202946,5.119857,5.9574647,5.647528,6.730902,4.621334,5.529826,4.786485,6.301199,5.2545133,5.3279386,4.6467795,6.44043,4.0644436,5.395375,4.824604,6.6724405,5.388444,4.816425,2
6.1534286,8.5713825,7.4571137,6.2004824,3.9107385,5.163606,5.185547,2.78535,5.867139,4.6103325,3.215461,7.5944967,5.03181,5.9803853,5.616304,6.7389154,4.7728667,5.7469044,4.83542,6.2389684,5.0888767,5.178939,4.627075,6.5312715,4.197366,5.311541,4.894801,6.6883655,5.3235855,4.7132506,3
9.93664,8.373301,6.7113214,2.3891158,5.7331676,5.9933615,4.745268,3.087557,5.025084,3.9816148,3.4780214,6.943372,5.1225476,5.8000383,5.7471137,6.7535872,4.847997,5.626624,4.690735,6.2012916,5.231078,5.323141,4.6590905,6.3941116,4.154912,5.4010577,4.810997,6.700281,5.2565713,4.720576,1
2.7213593,5.573476,2.3633606,5.104419,3.9999788,6.7259746,5.0845847,3.0083575,5.4263797,3.5248435,3.5334444,6.9288206,4.891178,5.833489,6.0106387,6.8127885,5.2592597,5.8129,4.7127657,6.100617,5.306738,5.4063554,4.908521,6.499575,4.2937174,5.6017795,4.9122467,6.6085205,5.2461987,4.678699,6
11.679034,4.1262207,7.573664,3.526264,5.023535,5.2939205,4.520549,2.3866212,5.387648,4.148782,3.4907134,7.1701174,5.0597878,5.9082456,5.657896,6.7887135,4.677775,5.700166,4.723809,6.31706,5.1855793,5.4087887,4.786613,6.606314,4.2566876,5.3773427,4.7772284,6.654404,5.246197,4.7772074,7
1.5962355,5.797127,6.335313,5.606912,5.26348,5.582608,5.04381,3.1304243,5.5130763,3.9061148,3.4612865,7.240959,4.979038,5.8828163,5.69275,6.654464,4.853651,5.7119403,4.828623,6.186364,5.223551,5.371992,4.6917143,6.4458733,4.2250204,5.3478765,4.959332,6.5303755,5.4656034,4.801139,0
7.014681,8.264992,6.9833894,5.9384217,3.734816,5.442921,5.1640015,2.7313333,5.7452493,4.4618225,3.2603226,7.497669,5.006729,5.9333377,5.6385016,6.772045,4.831691,5.7736044,4.7939734,6.233579,5.0986705,5.212801,4.6707644,6.5455084,4.2282844,5.329766,4.874065,6.702619,5.2718267,4.695824,3
2.7609994,5.913497,2.5953512,4.9664383,4.8030105,6.9077773,5.0147414,3.4949512,5.4495854,3.6593046,3.4286852,6.894995,4.9891815,5.817012,5.9825296,6.72829,5.1585917,5.8156686,4.780741,6.087196,5.3040576,5.3672976,4.7659082,6.4910684,4.239838,5.5947123,4.9330664,6.5346537,5.3480005,4.6901383,6
1.6238726,5.955734,6.172561,5.7607627,5.021295,5.558126,5.0863533,3.0236692,5.55219,3.953937,3.4534063,7.277096,4.971141,5.888663,5.679117,6.6605616,4.8635774,5.719984,4.814799,6.2105093,5.208483,5.356605,4.6930065,6.4696984,4.2299814,5.336566,4.96321,6.543303,5.451929,4.791999,0
11.432548,4.8559427,7.4067736,3.8871207,5.710222,6.089856,4.48632,2.8393261,4.9557424,3.879052,3.4429703,6.9410996,5.075377,5.8059945,5.646706,6.757254,4.761639,5.668358,4.7366,6.292248,5.2377915,5.4193707,4.7548056,6.514105,4.217401,5.394413,4.8249884,6.6394806,5.271726,4.750455,7
7.5911345,6.956924,8.543186,2.9220839,6.9390903,4.70311,4.5832253,2.6730835,5.2063584,4.109342,3.532316,7.157552,5.1368527,5.986069,5.641038,6.7159777,4.57403,5.5065265,4.803751,6.3067718,5.256939,5.329215,4.627864,6.4328256,4.0604715,5.3862886,4.829374,6.6567802,5.4293637,4.8389473,2
1.6971896,5.8674164,6.633847,5.5428367,5.436499,5.447455,5.036991,3.0933928,5.530414,3.9664712,3.4804313,7.280151,4.9815636,5.9157076,5.6889763,6.653305,4.8237205,5.6755342,4.8076982,6.231173,5.2116566,5.358071,4.6714535,6.468658,4.2114577,5.335609,4.948096,6.549039,5.4754,4.8015957,0
11.716373,4.0763903,6.685612,4.869581,4.356258,6.420777,4.7418756,2.8614185,5.101714,3.8870542,3.3585777,7.108228,5.010063,5.7934976,5.6554837,6.824966,4.8388834,5.7962213,4.714562,6.270207,5.159957,5.4201155,4.828959,6.599834,4.3298035,5.405272,4.8445287,6.6630077,5.227241,4.697671,9
10.286225,7.6904616,6.830927,2.7699447,6.087412,6.284533,4.661313,3.2420475,4.8989577,3.9072163,3.4384143,6.869449,5.1331553,5.7714577,5.731781,6.7355814,4.8475533,5.6221285,4.710359,6.2078986,5.248043,5.3450904,4.6616836,6.387989,4.153817,5.403286,4.8366933,6.676116,5.274398,4.718535,1
6.940098,6.9410033,6.3919964,6.3622355,3.9719145,6.2274513,5.150105,3.3594081,5.688529,4.4179697,3.1358001,7.434326,5.0591254,5.878277,5.662139,6.7173095,4.871729,5.835193,4.8248973,6.166548,5.112066,5.245797,4.6800394,6.517375,4.294047,5.3395753,4.945289,6.609622,5.298021,4.6534677,5
3.969242,6.615842,2.9129372,4.739081,4.6730943,6.82825,4.9815335,3.2876256,5.3454833,3.629762,3.4904137,6.8473115,4.952725,5.8590097,5.9804225,6.7997155,5.195753,5.792784,4.7220306,6.118675,5.3252873,5.3695908,4.8296585,6.498342,4.226444,5.6437893,4.9274454,6.606668,5.2757044,4.6615605,6
11.496166,3.0724103,6.1869187,4.722386,2.8991249,5.848607,5.1585984,2.5494502,5.635664,4.0637226,3.3517425,7.4772034,4.9799023,5.8756247,5.6968937,6.902062,4.779636,5.883644,4.688986,6.2218547,5.0531616,5.3446527,4.8817353,6.66456,4.4226785,5.3696866,4.8088965,6.7024007,5.164491,4.710901,4
9.995125,8.062877,6.186111,2.532532,3.6109824,5.32709,5.193584,2.6887648,5.685535,4.34452,3.4628675,7.4121685,5.0642085,5.887948,5.7688117,6.8521605,4.844137,5.782089,4.6175494,6.1536956,5.0612144,5.2456536,4.717145,6.5177298,4.3324614,5.345892,4.7422976,6.758273,5.1533365,4.696189,1
11.441478,4.181679,6.6266017,4.30879,3.6858826,5.751932,4.9550066,2.5626307,5.4689355,4.074643,3.3920264,7.3368597,5.002961,5.8682885,5.680135,6.8669868,4.7837343,5.814539,4.6903358,6.247348,5.09717,5.356439,4.831038,6.6269164,4.355784,5.378499,4.8024664,6.69996,5.193247,4.7187185,9
10.155379,8.26397,6.6929727,2.754778,6.1091757,6.4179997,4.6370425,3.2409852,4.8095493,3.8543408,3.451625,6.7942843,5.1199875,5.747129,5.7276087,6.7312202,4.8860917,5.6134667,4.710542,6.2152605,5.269119,5.3498764,4.6517534,6.371642,4.131209,5.406922,4.837052,6.6832094,5.266897,4.71175,1
11.728512,4.1930656,6.892316,4.6018696,4.2837205,6.031659,4.7270393,2.660988,5.238383,3.9979737,3.391348,7.1718698,5.0090303,5.8333154,5.6520114,6.831378,4.802984,5.7840037,4.7083993,6.2842493,5.147332,5.406404,4.8210163,6.6185493,4.3209634,5.393888,4.8198967,6.6759214,5.220728,4.7137785,9
11.902334,2.5857127,5.9899774,4.7209096,3.1560438,6.3218527,5.198231,2.7962058,5.4182415,3.8495235,3.3328936,7.3752155,4.9971633,5.8094783,5.7015347,6.900977,4.7974043,5.8774195,4.6815,6.18622,5.0676193,5.343325,4.887123,6.6083045,4.434121,5.366329,4.819581,6.690457,5.153315,4.710018,4
11.729346,3.6108236,6.844244,5.063177,3.9083846,5.9975715,4.72423,2.585419,5.3549933,4.068331,3.3692832,7.2398767,4.990831,5.856326,5.646634,6.834256,4.795775,5.819857,4.7235775,6.303231,5.135829,5.4256897,4.8479614,6.6694274,4.345287,5.3966155,4.829505,6.666374,5.2237134,4.7074065,9
8.399365,8.260024,6.608073,6.3828692,3.786396,6.1749988,4.9338946,2.3991854,5.149859,3.9514637,3.372003,7.1206965,4.888186,5.788734,5.5821123,6.822796,4.9765496,5.7719975,4.748685,6.3074565,5.1739197,5.318965,4.7462516,6.570111,4.1979885,5.3543797,4.8511605,6.748417,5.1857653,4.672588,8
7.1973457,8.411722,7.3057666,5.9461374,3.7606626,5.286568,5.149701,2.646098,5.760424,4.5104313,3.2558591,7.530888,5.009446,5.94926,5.6166973,6.7716084,4.798422,5.7596545,4.8018346,6.2504106,5.0901775,5.2027125,4.659408,6.549282,4.2139273,5.317966,4.8672185,6.7125597,5.2774644,4.7052546,3
10.021526,8.009802,6.9042897,2.6354666,6.1567793,6.1757255,4.647747,3.1893082,4.8968496,3.911453,3.458492,6.8653755,5.1329556,5.7823806,5.729012,6.7326827,4.8372374,5.605196,4.7141685,6.2160044,5.25739,5.3433695,4.653139,6.3816457,4.1343756,5.404774,4.8322887,6.6797576,5.282971,4.726737,1
11.6858225,4.1308346,6.2640624,4.5064282,4.086653,6.571885,4.9841633,3.0069163,5.093112,3.7759914,3.3445554,7.1521397,5.017959,5.7640085,5.6864085,6.8572645,4.8565917,5.8127437,4.6862698,6.2053995,5.1282473,5.370851,4.8321085,6.552038,4.361706,5.395137,4.8396535,6.6830373,5.196147,4.6935563,4
6.0268416,8.524885,7.4566765,6.2996817,3.9225988,5.193428,5.188954,2.821535,5.8722076,4.615796,3.2030723,7.599239,5.0334787,5.980099,5.6134453,6.73245,4.772861,5.7495604,4.842226,6.236675,5.088979,5.1787324,4.6246758,6.529952,4.1985893,5.309525,4.902696,6.68119,5.3300934,4.7119546,3
6.5890646,8.593406,7.2748466,6.7358775,3.2682037,5.2344995,5.2134056,2.45769,5.818324,4.5135794,3.2386267,7.58765,4.9539623,5.9515033,5.582152,6.78716,4.8274,5.7827425,4.8139772,6.2756763,5.076046,5.194758,4.6749845,6.5882897,4.21394,5.3024006,4.876981,6.7314796,5.2636943,4.697338,3
11.799893,3.0932329,5.9356475,4.61269,3.1959636,6.3672867,5.222542,2.8578477,5.364289,3.8312693,3.3293486,7.3514624,4.997264,5.7965713,5.7045836,6.905172,4.8242493,5.872347,4.671789,6.176125,5.065902,5.334422,4.874599,6.59195,4.4283705,5.372844,4.8225317,6.7004066,5.154347,4.700062,4
6.8999867,6.2138047,6.9034557,5.7156444,5.4559,6.582266,4.9554644,4.0818334,5.4977436,4.4268413,3.0558426,7.3107147,5.193512,5.8669767,5.666718,6.6041408,4.779994,5.7663145,4.888245,6.1197834,5.164628,5.2653956,4.6026673,6.4022827,4.2543015,5.343218,5.003838,6.503359,5.4103036,4.6725783,5
11.649854,3.1368465,5.9803495,4.4173756,2.8518357,5.9873643,5.291681,2.6618822,5.5702305,3.9611554,3.3488555,7.4703536,4.989424,5.8436003,5.7110305,6.923053,4.792816,5.881752,4.6638255,6.1777744,5.0361624,5.309576,4.8759317,6.619785,4.437559,5.359977,4.800441,6.717714,5.1403103,4.7111125,4
11.454639,2.8906584,6.0538383,4.483157,2.5444267,5.672045,5.2948833,2.4782002,5.773751,4.0995064,3.3566093,7.575379,4.97854,5.895193,5.711279,6.924885,4.758779,5.897837,4.676228,6.1987877,5.021981,5.3112254,4.887154,6.666354,4.4433928,5.354679,4.7932987,6.7177043,5.1430764,4.719128,4
9.886636,8.636292,6.29194,2.1827958,4.3653874,5.5277,5.04313,2.8038208,5.4381523,4.1917567,3.4976373,7.221439,5.077474,5.848388,5.769279,6.8199677,4.8673086,5.7209435,4.633522,6.168614,5.135012,5.275171,4.6966047,6.461066,4.25581,5.373723,4.7567773,6.7462187,5.178102,4.701629,1
11.559948,2.7514634,6.1121836,4.564503,2.7175636,5.7680516,5.2351465,2.520364,5.70558,4.065601,3.3545685,7.526637,4.9828296,5.882659,5.704919,6.9138403,4.7607813,5.8899646,4.6825852,6.206237,5.037369,5.3263206,4.886917,6.661173,4.4362054,5.35843,4.7994895,6.7074685,5.1509123,4.7192316,4
6.0154614,8.016322,6.668658,6.630199,3.5976481,5.6628146,5.1746874,2.7492187,5.696346,4.3533044,3.2508001,7.4549975,4.96466,5.906603,5.6256123,6.7632456,4.8868775,5.7929115,4.809993,6.238734,5.116308,5.235595,4.689719,6.5569453,4.2312946,5.3314805,4.9054627,6.6845484,5.280189,4.686783,8
10.026263,8.240041,6.1432834,2.4603858,3.7837381,5.4355564,5.1590843,2.7278554,5.605614,4.292596,3.4707406,7.350491,5.064095,5.86909,5.770691,6.8462353,4.863042,5.771303,4.61774,6.1554956,5.0797286,5.25429,4.713258,6.50259,4.3169866,5.352804,4.7454157,6.757368,5.1530447,4.693266,1
11.714356,3.6221845,6.0421934,4.625683,3.601179,6.52832,5.1176343,2.964733,5.217839,3.7914844,3.3280568,7.250951,5.005421,5.775318,5.6964774,6.8825703,4.8494115,5.848807,4.6795197,6.1876116,5.095705,5.354003,4.856167,6.5721855,4.399799,5.387045,4.836427,6.6908627,5.1763973,4.691847,4
1.7711262,5.9015036,6.5510745,5.5622725,5.405203,5.517647,5.035075,3.1284845,5.532744,3.9739408,3.4428608,7.2578235,4.9925413,5.8993983,5.671582,6.6464634,4.8178487,5.7004576,4.8306932,6.212005,5.2110233,5.363128,4.6708574,6.460147,4.211796,5.3404875,4.975177,6.536309,5.481235,4.813889,0
11.4545765,4.3694835,7.5000963,3.4348087,4.868675,5.201294,4.60381,2.3669298,5.4528275,4.1754,3.4907126,7.223364,5.058848,5.9212303,5.665021,6.79802,4.6734443,5.702344,4.720353,6.3040195,5.1712036,5.3860607,4.780663,6.6003265,4.2579374,5.3725276,4.7742043,6.665314,5.2437673,4.7786903,7
9.854941,8.376721,6.571936,2.2572052,4.9214478,5.602736,4.9300785,2.89605,5.3222303,4.143925,3.4892306,7.1479564,5.1041956,5.847832,5.763157,6.792233,4.8352537,5.678397,4.659065,6.180193,5.166753,5.288578,4.6801524,6.43843,4.2144923,5.3843145,4.7782874,6.726133,5.218685,4.715592,1
11.9052515,3.8005996,6.027145,4.605845,4.234123,7.00846,5.0395465,3.2467613,4.9071836,3.5900543,3.3170772,7.067729,5.0291157,5.7049165,5.691317,6.856599,4.883372,5.814198,4.6828628,6.1732,5.1397467,5.3708153,4.8381767,6.505273,4.373521,5.3967967,4.8568726,6.6726093,5.1905894,4.6860456,4
10.275376,7.4749475,6.734827,2.8429213,5.7848334,6.1936245,4.7261806,3.171422,4.9938307,3.9421089,3.4369705,6.9391923,5.119931,5.785931,5.735607,6.753675,4.845796,5.6483626,4.701158,6.2028985,5.2243166,5.33866,4.678731,6.4127145,4.182835,5.400349,4.8286357,6.682373,5.2609086,4.716239,4
8.116664,8.168316,6.5903444,6.4962945,3.4720268,5.9991508,5.0158176,2.3517327,5.3047,4.0453844,3.3535624,7.2253118,4.885566,5.8169994,5.58633,6.830854,4.962242,5.790828,4.750973,6.300843,5.147726,5.2986627,4.7502694,6.5906386,4.217774,5.3452168,4.85095,6.752315,5.1840496,4.6722226,8
11.45945,3.9600494,6.637879,4.3535767,3.514994,5.6390524,4.9782143,2.4833853,5.5502505,4.1149254,3.394842,7.3847013,4.9979253,5.884734,5.67979,6.8736167,4.7675796,5.823137,4.6907873,6.2501035,5.0860057,5.351043,4.838183,6.642706,4.3643703,5.37174,4.7958064,6.7024837,5.1864457,4.724087,9
9.748345,8.470949,5.833853,2.765158,2.8917825,5.266641,5.3589005,2.5219762,5.829126,4.385586,3.4563453,7.515667,4.999125,5.88639,5.747746,6.888212,4.899416,5.857613,4.605809,6.15569,5.026963,5.237332,4.754763,6.5654497,4.3918347,5.32975,4.7254095,6.773243,5.1009026,4.6749187,1
8.7633505,7.262845,7.7347426,2.8481207,6.0886793,5.0017014,4.690631,2.5573785,5.2494073,4.103716,3.5248735,7.1479363,5.091036,5.945867,5.6768064,6.7644176,4.6834073,5.5788918,4.752889,6.2822833,5.232107,5.3094463,4.681515,6.467108,4.0857396,5.410351,4.8076925,6.7010517,5.322706,4.785592,2
7.569407,7.140531,8.12588,2.9344978,6.2259593,4.675832,4.7511125,2.6842127,5.410753,4.2203918,3.5217273,7.265575,5.1358757,5.984855,5.6820164,6.7366962,4.611475,5.5586276,4.767931,6.269183,5.205185,5.306604,4.6250525,6.4473996,4.140783,5.3609405,4.809003,6.669842,5.398382,4.8235245,2
11.889474,2.5325181,6.0415792,4.9044905,3.3071125,6.4145336,5.128879,2.8300123,5.3655114,3.8334718,3.3265529,7.334171,4.996517,5.8025703,5.694676,6.8871775,4.804084,5.8752255,4.693567,6.200181,5.084723,5.364448,4.8896623,6.6130404,4.4262066,5.3739376,4.8308086,6.6782947,5.166177,4.7062993,8
2.7491076,5.8353906,2.4531019,4.9823465,4.569701,6.8779955,5.0301948,3.361378,5.4313216,3.6028411,3.4680007,6.8876367,4.955351,5.823508,5.999701,6.759345,5.200056,5.8137536,4.755649,6.0905905,5.3117094,5.382251,4.816023,6.4935865,4.254057,5.608644,4.9274673,6.5596056,5.31286,4.6843796,6
6.6379814,8.54417,7.7050614,6.2635226,4.2444777,5.350271,5.082482,2.8376088,5.7029605,4.547261,3.2032783,7.5095973,5.040562,5.9547763,5.58638,6.721421,4.7622676,5.727972,4.8488364,6.2547774,5.108277,5.1976933,4.616157,6.5136414,4.175506,5.3079677,4.90253,6.6781664,5.333823,4.7145195,3
11.7750635,3.7270846,6.1522403,4.7092204,3.8894005,6.645721,5.020612,3.0167046,5.117882,3.762963,3.3288522,7.178647,5.0106287,5.7617774,5.687225,6.8648057,4.8580146,5.833643,4.68801,6.201923,5.1190577,5.3747725,4.8492374,6.5655684,4.3823166,5.395011,4.84477,6.6794496,5.190834,4.689665,4
3.271973,6.0726223,2.5523925,4.9188347,4.3353434,6.816336,5.030539,3.1754847,5.3921,3.5779543,3.505472,6.8794274,4.9283323,5.843994,6.002875,6.801647,5.2287474,5.806209,4.721089,6.1050234,5.3181186,5.3866014,4.863341,6.500323,4.2582693,5.62868,4.9213233,6.6005225,5.266626,4.6696315,6
0.31300133,5.1379433,6.8186207,5.790901,5.591122,5.402767,5.107599,3.1860979,5.617283,3.9586997,3.4752982,7.359002,4.9783397,5.934283,5.672719,6.607883,4.8128953,5.654773,4.8094954,6.227411,5.197882,5.3802724,4.632681,6.4908624,4.2436795,5.2986217,4.9706187,6.5062184,5.5219154,4.811397,0
11.744319,3.5488985,5.9563484,4.4906645,3.3919938,6.440937,5.204767,2.925289,5.281272,3.8007824,3.3314533,7.30289,5.003241,5.781434,5.7043576,6.9001317,4.8424163,5.8571324,4.667172,6.1714525,5.0750947,5.3319864,4.8592343,6.5703015,4.413836,5.3781986,4.82547,6.703627,5.159922,4.6952486,4
6.557323,8.653717,7.514316,6.6905994,3.5770752,5.2387314,5.1674304,2.546711,5.782585,4.5357804,3.2212868,7.573327,4.977716,5.95652,5.571815,6.765155,4.7993546,5.7620864,4.831301,6.2769837,5.0843515,5.1928267,4.653233,6.5680118,4.1952305,5.29939,4.8863688,6.717345,5.2886696,4.704661,3
0.21281317,5.1566343,6.4143167,5.9446464,5.2399516,5.49168,5.140881,3.1320062,5.6188684,3.9174576,3.4661882,7.352136,4.9673576,5.902102,5.6719594,6.6176786,4.854805,5.693375,4.8176885,6.195369,5.2050266,5.3845806,4.660246,6.4775906,4.2625766,5.3007846,4.9692197,6.4970255,5.4957104,4.799882,0
11.837113,3.1309912,6.0127783,4.482306,3.209163,6.2576814,5.2177052,2.7992525,5.3964205,3.8570883,3.3430066,7.3651056,5.0007367,5.806855,5.7034726,6.9062104,4.808398,5.8633995,4.6685095,6.177615,5.0630164,5.326518,4.869054,6.590992,4.423478,5.3661785,4.812062,6.7040577,5.1503954,4.7085524,4
2.8896852,5.8954406,2.4805005,4.9549146,4.6398973,6.932005,5.0279136,3.42057,5.440046,3.6352286,3.4417918,6.889189,4.9728994,5.8119807,5.9967804,6.7463017,5.18759,5.822912,4.7679386,6.0855036,5.3060555,5.372743,4.794079,6.49204,4.2516227,5.5995674,4.9263744,6.5487022,5.3217096,4.68318,6
8.412635,8.313332,6.8018804,6.312521,4.407023,6.4210596,4.828609,2.6634083,5.0013485,3.9189782,3.340288,7.022338,4.9316854,5.7680483,5.575178,6.7771015,4.9614153,5.7412686,4.77509,6.298091,5.2055364,5.330056,4.7115316,6.5195675,4.1681566,5.3591857,4.8767743,6.7116566,5.225343,4.6743646,8
10.039966,8.047802,6.299564,2.4383886,4.0256577,5.4261804,5.108495,2.773901,5.57668,4.285793,3.4687123,7.3314624,5.08269,5.87547,5.7722454,6.8325496,4.838208,5.7489963,4.628387,6.1578603,5.0920978,5.2587476,4.704941,6.4916453,4.2978177,5.358667,4.7542367,6.747192,5.1746755,4.702025,1
7.676097,6.8467765,8.653756,2.941761,7.131261,4.732648,4.5308394,2.6880326,5.1421676,4.0710797,3.5295887,7.12492,5.1423173,5.9873857,5.630829,6.706852,4.5576725,5.4919996,4.8179874,6.314039,5.2737904,5.3381195,4.6302624,6.426114,4.037723,5.3966293,4.839672,6.6464095,5.442884,4.8436866,2
8.836777,7.6920238,7.6739173,2.9755156,6.1546545,5.276877,4.672819,2.7170544,5.139934,4.061492,3.5004046,7.073245,5.1017966,5.9044695,5.6754837,6.7483435,4.7184777,5.5744176,4.752834,6.27213,5.2414885,5.313784,4.6599226,6.437469,4.085754,5.4017563,4.819974,6.69606,5.324794,4.7731123,2
10.123714,8.008321,6.5136266,2.4711096,4.8306193,5.7087173,4.9364324,2.9220645,5.322823,4.1431623,3.4696524,7.154299,5.102231,5.839769,5.7624454,6.797614,4.8412094,5.694319,4.6555934,6.1770487,5.153363,5.2899585,4.6867194,6.450078,4.235766,5.3787146,4.7814555,6.7254972,5.211693,4.710096,1
11.565145,4.6291127,7.257121,4.2742157,5.6851654,6.427018,4.4870596,2.9729702,4.843365,3.7902474,3.4108586,6.89068,5.0684414,5.770589,5.640194,6.755052,4.793493,5.6844015,4.74214,6.287472,5.24489,5.4334936,4.7658734,6.508528,4.229017,5.400303,4.8445697,6.630344,5.271605,4.7354846,7
0.69954866,5.27751,7.091873,5.6444554,5.829485,5.3631673,5.0637054,3.2374046,5.597395,3.9952295,3.4628077,7.342461,4.9934764,5.940292,5.6599584,6.6061025,4.77515,5.6452117,4.8220677,6.231934,5.1980295,5.379012,4.621936,6.481753,4.225004,5.3024855,4.9769006,6.5110416,5.534458,4.8271766,0
6.735993,8.498341,7.698909,6.3104935,4.27924,5.421474,5.054515,2.8223803,5.643284,4.500661,3.2092912,7.4744554,5.031666,5.942585,5.5778766,6.7217517,4.770779,5.725403,4.8494415,6.262334,5.1168694,5.2086515,4.621052,6.5144434,4.1702657,5.3092756,4.90418,6.6783357,5.3315463,4.713894,3
6.1223345,8.514137,7.4826207,6.20799,3.9731402,5.170534,5.19149,2.8365602,5.8868265,4.635576,3.2022665,7.609885,5.042197,5.9859967,5.6185694,6.731793,4.7635245,5.7482142,4.841013,6.232655,5.0858884,5.17527,4.621918,6.5275607,4.2007093,5.309991,4.900011,6.6802545,5.3317666,4.713736,3
11.495447,3.2409098,6.6381516,4.823169,3.1814575,5.584276,4.9614825,2.3895183,5.6641097,4.1799145,3.3769968,7.447774,4.9806623,5.908236,5.671193,6.87449,4.7519846,5.854491,4.708273,6.27271,5.0777392,5.3716063,4.8654585,6.6930423,4.3851166,5.3711863,4.803284,6.6914687,5.1887083,4.7223864,9
9.947964,8.636396,6.2135687,2.2264872,4.2817984,5.565553,5.063338,2.7957215,5.443936,4.19002,3.49448,7.22523,5.0691586,5.8419,5.769442,6.8267097,4.881625,5.733785,4.6278462,6.166529,5.1280355,5.274497,4.701561,6.4672766,4.268279,5.370757,4.7541156,6.7502413,5.1669865,4.6960974,1
8.67231,8.350247,6.6666474,5.986543,4.3279295,6.36063,4.8420124,2.588555,5.007079,3.8965476,3.3763983,7.0145955,4.926335,5.7656145,5.593293,6.796267,4.9712653,5.7417665,4.750925,6.295602,5.2027345,5.3326015,4.723595,6.5245943,4.176204,5.365114,4.8569474,6.7284474,5.204984,4.675505,8
11.533422,4.543005,7.3236194,3.6316588,4.982287,5.5799947,4.6119533,2.5628595,5.2773166,4.056982,3.4627833,7.1385965,5.056544,5.871078,5.6647496,6.798134,4.7260065,5.7098823,4.71438,6.289467,5.1805153,5.3955264,4.7815256,6.576463,4.264048,5.3843746,4.792911,6.6637654,5.2425795,4.757253,7
6.2634234,7.5345078,6.481742,6.6214356,3.548779,5.8537307,5.227126,3.0373747,5.7992005,4.4554405,3.1769638,7.5153723,5.0098577,5.910431,5.648559,6.746366,4.876019,5.828956,4.8184714,6.1960163,5.095698,5.222794,4.6850724,6.549864,4.2753468,5.3299146,4.9257803,6.6518946,5.285183,4.6666765,5
10.211875,7.795288,6.9289956,3.031985,6.5377603,6.560661,4.533295,3.3617256,4.704107,3.806262,3.4205103,6.7340403,5.138983,5.739891,5.704951,6.7010913,4.857465,5.58844,4.744959,6.2299094,5.2979555,5.368187,4.644722,6.358292,4.1050067,5.412295,4.8658557,6.6522007,5.305024,4.7211003,1
3.199462,6.160852,2.6902456,4.907279,4.472781,6.752822,5.0086737,3.1997955,5.3720665,3.5667055,3.5233197,6.8668814,4.9258795,5.863709,5.9930363,6.803789,5.2168794,5.787248,4.715918,6.114838,5.327715,5.390506,4.8604097,6.499692,4.243939,5.6426344,4.929525,6.603973,5.2768383,4.673259,6
11.176306,3.3057685,6.0679517,4.7281127,2.9775093,5.932439,5.1850533,2.6321938,5.6053653,4.033674,3.3445685,7.457786,4.9832444,5.8666587,5.706032,6.8968163,4.7969823,5.881937,4.6919885,6.2104774,5.0606337,5.342242,4.8771124,6.647046,4.4178057,5.377012,4.819273,6.6987944,5.172036,4.7053156,4
0.4726524,5.302774,6.8112326,5.7766633,5.5426936,5.373727,5.099639,3.140464,5.5992217,3.9555354,3.4854922,7.347569,4.9725647,5.9314384,5.6717973,6.617151,4.814528,5.6575174,4.8055854,6.2353125,5.1996193,5.3745036,4.6425734,6.4871373,4.23576,5.300823,4.9656944,6.5167527,5.5146327,4.810771,0
2.444531,5.589225,2.468947,5.12885,4.38024,6.7819314,5.061498,3.2530205,5.458623,3.5932548,3.4785826,6.9318304,4.937419,5.8226275,5.990552,6.762147,5.2028413,5.8137755,4.7537875,6.0930696,5.3005285,5.3892355,4.8332233,6.4940925,4.270725,5.5851617,4.9241624,6.564654,5.306709,4.6913176,6
